,prediction
603,sadness
604,sadness
605,sadness
606,sadness
607,sadness
608,sadness
609,sadness
610,sadness
611,sadness
612,sadness
613,sadness
614,sadness
615,sadness
616,sadness
617,sadness
618,sadness
619,sadness
620,sadness
621,sadness
622,sadness
623,sadness
624,sadness
625,sadness
626,sadness
627,sadness
628,sadness
629,sadness
630,sadness
631,sadness
632,sadness
633,sadness
634,sadness
635,sadness
636,sadness
637,sadness
638,sadness
639,sadness
640,sadness
641,sadness
642,sadness
643,sadness
644,sadness
645,sadness
646,sadness
647,sadness
648,sadness
649,sadness
650,sadness
651,sadness
652,sadness
653,sadness
654,sadness
655,sadness
656,sadness
657,sadness
658,sadness
659,sadness
660,sadness
661,sadness
662,sadness
663,sadness
664,sadness
665,sadness
666,sadness
667,sadness
668,sadness
669,sadness
670,sadness
671,sadness
672,sadness
673,sadness
674,sadness
675,sadness
676,sadness
677,sadness
678,sadness
679,sadness
680,sadness
681,sadness
682,sadness
683,sadness
684,sadness
685,sadness
686,sadness
687,sadness
688,sadness
689,sadness
690,sadness
691,sadness
692,sadness
693,sadness
694,sadness
695,sadness
696,sadness
697,sadness
698,sadness
699,sadness
700,sadness
701,sadness
702,sadness
703,sadness
704,sadness
705,sadness
706,sadness
707,sadness
708,sadness
709,sadness
710,sadness
711,sadness
712,sadness
713,sadness
714,sadness
715,sadness
716,sadness
717,sadness
718,sadness
719,sadness
720,sadness
721,sadness
722,sadness
723,sadness
724,sadness
725,sadness
726,sadness
727,sadness
728,sadness
729,sadness
730,sadness
731,sadness
732,sadness
733,sadness
734,sadness
735,sadness
736,sadness
737,sadness
738,sadness
739,sadness
740,sadness
741,sadness
742,sadness
743,sadness
744,sadness
745,sadness
746,sadness
747,sadness
748,sadness
749,sadness
750,sadness
751,sadness
752,sadness
753,sadness
754,sadness
755,sadness
756,sadness
757,sadness
758,sadness
759,sadness
760,sadness
761,sadness
762,sadness
763,sadness
764,sadness
765,sadness
766,sadness
767,sadness
768,sadness
769,sadness
770,sadness
771,sadness
772,sadness
773,sadness
774,sadness
775,sadness
776,sadness
777,sadness
778,sadness
779,sadness
780,sadness
781,sadness
782,sadness
783,sadness
784,sadness
785,sadness
786,sadness
787,sadness
788,sadness
789,sadness
790,sadness
791,sadness
792,sadness
793,sadness
794,sadness
795,sadness
796,sadness
797,sadness
798,sadness
799,sadness
800,sadness
801,sadness
802,sadness
803,sadness
804,sadness
805,sadness
806,sadness
807,sadness
808,sadness
809,sadness
810,sadness
811,sadness
812,sadness
813,sadness
814,sadness
815,sadness
816,sadness
817,sadness
818,sadness
819,sadness
820,sadness
821,sadness
822,sadness
823,sadness
824,sadness
825,sadness
826,sadness
827,sadness
828,sadness
829,sadness
830,sadness
831,sadness
832,sadness
833,sadness
834,sadness
835,sadness
836,sadness
837,sadness
838,sadness
839,sadness
840,sadness
841,sadness
842,sadness
843,sadness
844,sadness
845,sadness
846,sadness
847,sadness
848,sadness
849,sadness
850,sadness
851,sadness
852,sadness
853,sadness
854,sadness
855,sadness
856,sadness
857,sadness
858,sadness
859,sadness
860,sadness
861,sadness
862,sadness
863,sadness
864,sadness
865,sadness
866,sadness
867,sadness
868,sadness
869,sadness
870,sadness
871,sadness
872,sadness
873,sadness
874,sadness
875,sadness
876,sadness
877,sadness
878,sadness
879,sadness
880,sadness
881,sadness
882,sadness
883,sadness
884,sadness
885,sadness
886,sadness
887,sadness
888,sadness
889,sadness
890,sadness
891,sadness
892,sadness
893,sadness
894,sadness
895,sadness
896,sadness
897,sadness
898,sadness
899,sadness
900,sadness
901,sadness
902,sadness
903,sadness
904,sadness
905,sadness
906,sadness
907,sadness
908,sadness
909,sadness
910,sadness
911,sadness
912,sadness
913,sadness
914,sadness
915,sadness
916,sadness
917,sadness
918,sadness
919,sadness
920,sadness
921,sadness
922,sadness
923,sadness
924,sadness
925,sadness
926,sadness
927,sadness
928,sadness
929,sadness
930,sadness
931,sadness
932,sadness
933,sadness
934,sadness
935,sadness
936,sadness
937,sadness
938,sadness
939,sadness
940,sadness
941,sadness
942,sadness
943,sadness
944,sadness
945,sadness
946,sadness
947,sadness
948,sadness
949,sadness
950,sadness
951,sadness
952,sadness
953,sadness
954,sadness
955,sadness
956,sadness
957,sadness
958,sadness
959,sadness
960,sadness
961,sadness
962,sadness
963,sadness
964,sadness
965,sadness
966,sadness
967,sadness
968,sadness
969,sadness
970,sadness
971,sadness
972,sadness
973,sadness
974,sadness
975,sadness
976,sadness
977,sadness
978,sadness
979,sadness
980,sadness
981,sadness
982,sadness
983,sadness
984,sadness
985,sadness
986,sadness
987,sadness
988,sadness
989,sadness
990,sadness
991,sadness
992,sadness
993,sadness
994,sadness
995,sadness
996,sadness
997,sadness
998,sadness
999,sadness
1000,sadness
1001,sadness
1002,sadness
1003,sadness
1004,sadness
1005,sadness
1006,sadness
1007,sadness
1008,sadness
1009,sadness
1010,sadness
1011,sadness
1012,sadness
1013,sadness
1014,sadness
1015,sadness
1016,sadness
1017,sadness
1018,sadness
1019,sadness
1020,sadness
1021,sadness
1022,sadness
1023,sadness
1024,sadness
1025,sadness
1026,sadness
1027,sadness
1028,sadness
1029,sadness
1030,sadness
1031,sadness
1032,sadness
1033,sadness
1034,sadness
1035,sadness
1036,sadness
1037,sadness
1038,sadness
1039,sadness
1040,sadness
1041,sadness
1042,sadness
1043,sadness
1044,sadness
1045,sadness
1046,sadness
1047,sadness
1048,sadness
1049,sadness
1050,sadness
1051,sadness
1052,sadness
1053,sadness
1054,sadness
1055,sadness
1056,sadness
1057,sadness
1058,sadness
1059,sadness
1060,sadness
1061,sadness
1062,sadness
1063,sadness
1064,sadness
1065,sadness
1066,sadness
1067,sadness
1068,sadness
1069,sadness
1070,sadness
1071,sadness
1072,sadness
1073,sadness
1074,sadness
1075,sadness
1076,sadness
1077,sadness
1078,sadness
1079,sadness
1080,sadness
1081,sadness
1082,sadness
1083,sadness
1084,sadness
1085,sadness
1086,sadness
1087,sadness
1088,sadness
1089,sadness
1090,sadness
1091,sadness
1092,sadness
1093,sadness
1094,sadness
1095,sadness
1096,sadness
1097,sadness
1098,sadness
1099,sadness
1100,sadness
1101,sadness
1102,sadness
1103,sadness
1104,sadness
1105,sadness
1106,sadness
1107,sadness
1108,sadness
1109,sadness
1110,sadness
1111,sadness
1112,sadness
1113,sadness
1114,sadness
1115,sadness
1116,sadness
1117,sadness
1118,sadness
1119,sadness
1120,sadness
1121,sadness
1122,sadness
1123,sadness
1124,sadness
1125,sadness
1126,sadness
1127,sadness
1128,sadness
1129,sadness
1130,sadness
1131,sadness
1132,sadness
1133,sadness
1134,sadness
1135,sadness
1136,sadness
1137,sadness
1138,sadness
1139,sadness
1140,sadness
1141,sadness
1142,sadness
1143,sadness
1144,sadness
1145,sadness
1146,sadness
1147,sadness
1148,sadness
1149,sadness
1150,sadness
1151,sadness
1152,sadness
1153,sadness
1154,sadness
1155,sadness
1156,sadness
1157,sadness
1158,sadness
1159,sadness
1160,sadness
1161,sadness
1162,sadness
1163,sadness
1164,sadness
1165,sadness
1166,sadness
1167,sadness
1168,sadness
1169,sadness
1170,sadness
1171,sadness
1172,sadness
1173,sadness
1174,sadness
1175,sadness
1176,sadness
1177,sadness
1178,sadness
1179,sadness
1180,sadness
1181,sadness
1182,sadness
1183,sadness
1184,sadness
1185,sadness
1186,sadness
1187,sadness
1188,sadness
1189,sadness
1190,sadness
1191,sadness
1192,sadness
1193,sadness
1194,sadness
1195,sadness
1196,sadness
1197,sadness
1198,sadness
1199,sadness
1200,sadness
1201,sadness
1202,sadness
1203,sadness
1204,sadness
1205,sadness
1206,sadness
1207,sadness
1208,sadness
1209,sadness
1210,sadness
1211,sadness
1212,sadness
1213,sadness
1214,sadness
1215,sadness
1216,sadness
1217,sadness
1218,sadness
1219,sadness
1220,sadness
1221,sadness
1222,sadness
1223,sadness
1224,sadness
1225,sadness
1226,sadness
1227,sadness
1228,sadness
1229,sadness
1230,sadness
1231,sadness
1232,sadness
1233,sadness
1234,sadness
1235,sadness
1236,sadness
1237,sadness
1238,sadness
1239,sadness
1240,sadness
1241,sadness
1242,sadness
1243,sadness
1244,sadness
1245,sadness
1246,sadness
1247,sadness
1248,sadness
1249,sadness
1250,sadness
1251,sadness
1252,sadness
1253,sadness
1254,sadness
1255,sadness
1256,sadness
1257,sadness
1258,sadness
1259,sadness
1260,sadness
1261,sadness
1262,sadness
1263,sadness
1264,sadness
1265,sadness
1266,sadness
1267,sadness
1268,sadness
1269,sadness
1270,sadness
1271,sadness
1272,sadness
1273,sadness
1274,sadness
1275,sadness
1276,sadness
1277,sadness
1278,sadness
1279,sadness
1280,sadness
1281,sadness
1282,sadness
1283,sadness
1284,sadness
1285,sadness
1286,sadness
1287,sadness
1288,sadness
1289,sadness
1290,sadness
1291,sadness
1292,sadness
1293,sadness
1294,sadness
1295,sadness
1296,sadness
1297,sadness
1298,sadness
1299,sadness
1300,sadness
1301,sadness
1302,sadness
1303,sadness
1304,sadness
1305,sadness
1306,sadness
1307,sadness
1308,sadness
1309,joy
1310,sadness
1311,sadness
1312,sadness
1313,sadness
1314,sadness
1315,sadness
1316,sadness
1317,sadness
1318,sadness
1319,sadness
1320,sadness
1321,sadness
1322,sadness
1323,sadness
1324,sadness
1325,sadness
1326,sadness
1327,sadness
1328,sadness
1329,sadness
1330,sadness
1331,sadness
1332,sadness
1333,sadness
1334,sadness
1335,sadness
1336,sadness
1337,sadness
1338,sadness
1339,sadness
1340,sadness
1341,sadness
1342,sadness
1343,sadness
1344,sadness
1345,sadness
1346,sadness
1347,sadness
1348,sadness
1349,sadness
1350,sadness
1351,sadness
1352,sadness
1353,sadness
1354,sadness
1355,sadness
1356,sadness
1357,sadness
1358,sadness
1359,sadness
1360,sadness
1361,sadness
1362,sadness
1363,sadness
1364,sadness
1365,sadness
1366,sadness
1367,sadness
1368,sadness
1369,sadness
1370,sadness
1371,sadness
1372,sadness
1373,sadness
1374,sadness
1375,sadness
1376,sadness
1377,sadness
1378,sadness
1379,sadness
1380,sadness
1381,sadness
1382,sadness
1383,sadness
1384,sadness
1385,sadness
1386,sadness
1387,sadness
1388,sadness
1389,sadness
1390,sadness
1391,sadness
1392,sadness
1393,sadness
1394,sadness
1395,sadness
1396,sadness
1397,sadness
1398,sadness
1399,sadness
1400,sadness
1401,sadness
1402,sadness
1403,sadness
1404,sadness
1405,sadness
1406,sadness
1407,sadness
1408,sadness
1409,sadness
1410,sadness
1411,sadness
1412,sadness
1413,sadness
1414,sadness
1415,sadness
1416,sadness
1417,sadness
1418,sadness
1419,sadness
1420,sadness
1421,sadness
1422,sadness
1423,sadness
1424,sadness
1425,sadness
1426,sadness
1427,sadness
1428,sadness
1429,sadness
1430,sadness
1431,sadness
1432,sadness
1433,sadness
1434,sadness
1435,sadness
1436,sadness
1437,sadness
1438,sadness
1439,sadness
1440,sadness
1441,sadness
1442,sadness
1443,sadness
1444,sadness
1445,sadness
1446,sadness
1447,sadness
1448,sadness
1449,fear
1450,fear
1451,sadness
1452,sadness
1453,sadness
1454,sadness
1455,sadness
1456,sadness
1457,sadness
1458,sadness
1459,sadness
1460,sadness
1461,sadness
1462,sadness
1463,sadness
1464,sadness
1465,sadness
1466,sadness
1467,sadness
1468,sadness
1469,sadness
1470,sadness
1471,sadness
1472,sadness
1473,sadness
1474,sadness
1475,sadness
1476,sadness
1477,sadness
1478,sadness
1479,sadness
1480,sadness
1481,sadness
1482,sadness
1483,sadness
1484,sadness
1485,sadness
1486,sadness
1487,sadness
1488,sadness
1489,sadness
1490,sadness
1491,sadness
1492,sadness
1493,sadness
1494,sadness
1495,sadness
1496,sadness
1497,sadness
1498,sadness
1499,sadness
1500,sadness
1501,sadness
1502,sadness
1503,sadness
1504,sadness
1505,sadness
1506,sadness
1507,sadness
1508,sadness
1509,sadness
1510,sadness
1511,sadness
1512,sadness
1513,sadness
1514,sadness
1515,sadness
1516,sadness
1517,sadness
1518,sadness
1519,sadness
1520,sadness
1521,sadness
1522,sadness
1523,sadness
1524,sadness
1525,sadness
1526,sadness
1527,sadness
1528,sadness
1529,sadness
1530,sadness
1531,sadness
1532,sadness
1533,sadness
1534,sadness
1535,sadness
1536,sadness
1537,sadness
1538,sadness
1539,sadness
1540,sadness
1541,sadness
1542,sadness
1543,sadness
1544,sadness
1545,sadness
1546,sadness
1547,sadness
1548,sadness
1549,sadness
1550,sadness
1551,sadness
1552,sadness
1553,sadness
1554,sadness
1555,sadness
1556,sadness
1557,sadness
1558,sadness
1559,sadness
1560,sadness
1561,sadness
1562,sadness
1563,sadness
1564,sadness
1565,sadness
1566,sadness
1567,sadness
1568,sadness
1569,sadness
1570,sadness
1571,sadness
1572,sadness
1573,sadness
1574,sadness
1575,sadness
1576,sadness
1577,sadness
1578,sadness
1579,sadness
1580,sadness
1581,sadness
1582,sadness
1583,sadness
1584,sadness
1585,sadness
1586,sadness
1587,sadness
1588,sadness
1589,sadness
1590,sadness
1591,sadness
1592,sadness
1593,sadness
1594,sadness
1595,sadness
1596,sadness
1597,sadness
1598,sadness
1599,sadness
1600,sadness
1601,sadness
1602,sadness
1603,sadness
1604,sadness
1605,sadness
1606,sadness
1607,sadness
1608,sadness
1609,sadness
1610,sadness
1611,sadness
1612,sadness
1613,sadness
1614,sadness
1615,sadness
1616,sadness
1617,sadness
1618,sadness
1619,sadness
1620,sadness
1621,sadness
1622,sadness
1623,sadness
1624,sadness
1625,sadness
1626,sadness
1627,sadness
1628,sadness
1629,sadness
1630,sadness
1631,sadness
1632,sadness
1633,sadness
1634,sadness
1635,sadness
1636,sadness
1637,sadness
1638,sadness
1639,sadness
1640,sadness
1641,sadness
1642,sadness
1643,sadness
1644,sadness
1645,sadness
1646,sadness
1647,sadness
1648,sadness
1649,sadness
1650,sadness
1651,sadness
1652,sadness
1653,sadness
1654,sadness
1655,sadness
1656,sadness
1657,sadness
1658,sadness
1659,sadness
1660,sadness
1661,sadness
1662,sadness
1663,sadness
1664,sadness
1665,sadness
1666,sadness
1667,sadness
1668,sadness
1669,sadness
1670,sadness
1671,sadness
1672,sadness
1673,sadness
1674,sadness
1675,sadness
1676,sadness
1677,sadness
1678,sadness
1679,sadness
1680,sadness
1681,sadness
1682,sadness
1683,sadness
1684,sadness
1685,sadness
1686,sadness
1687,sadness
1688,sadness
1689,sadness
1690,sadness
1691,sadness
1692,sadness
1693,sadness
1694,sadness
1695,sadness
1696,sadness
1697,sadness
1698,sadness
1699,sadness
1700,sadness
1701,sadness
1702,sadness
1703,sadness
1704,sadness
1705,sadness
1706,sadness
1707,sadness
1708,sadness
1709,sadness
1710,sadness
1711,sadness
1712,sadness
1713,sadness
1714,sadness
1715,sadness
1716,sadness
1717,sadness
1718,sadness
1719,sadness
1720,sadness
1721,sadness
1722,sadness
1723,sadness
1724,sadness
1725,sadness
1726,sadness
1727,sadness
1728,sadness
1729,sadness
1730,sadness
1731,sadness
1732,sadness
1733,sadness
1734,sadness
1735,sadness
1736,sadness
1737,sadness
1738,sadness
1739,sadness
1740,sadness
1741,sadness
1742,sadness
1743,sadness
1744,sadness
1745,sadness
1746,sadness
1747,sadness
1748,sadness
1749,sadness
1750,sadness
1751,sadness
1752,sadness
1753,sadness
1754,sadness
1755,sadness
1756,sadness
1757,sadness
1758,sadness
1759,sadness
1760,sadness
1761,sadness
1762,sadness
1763,sadness
1764,sadness
1765,sadness
1766,sadness
1767,sadness
1768,sadness
1769,sadness
1770,sadness
1771,sadness
1772,sadness
1773,sadness
1774,sadness
1775,sadness
1776,sadness
1777,sadness
1778,sadness
1779,sadness
1780,sadness
1781,sadness
1782,sadness
1783,sadness
1784,sadness
1785,sadness
1786,sadness
1787,sadness
1788,sadness
1789,sadness
1790,sadness
1791,sadness
1792,sadness
1793,sadness
1794,sadness
1795,sadness
1796,sadness
1797,sadness
1798,sadness
1799,sadness
1800,sadness
1801,sadness
1802,sadness
1803,sadness
1804,sadness
1805,sadness
1806,sadness
1807,sadness
1808,sadness
1809,sadness
1810,sadness
1811,sadness
1812,sadness
1813,sadness
1814,sadness
1815,sadness
1816,sadness
1817,sadness
1818,sadness
1819,sadness
1820,sadness
1821,sadness
1822,sadness
1823,sadness
1824,sadness
1825,sadness
1826,sadness
1827,sadness
1828,sadness
1829,sadness
1830,sadness
1831,sadness
1832,sadness
1833,sadness
1834,sadness
1835,sadness
1836,sadness
1837,sadness
1838,sadness
1839,sadness
1840,sadness
1841,sadness
1842,sadness
1843,sadness
1844,sadness
1845,sadness
1846,sadness
1847,sadness
1848,sadness
1849,sadness
1850,sadness
1851,sadness
1852,sadness
1853,sadness
1854,sadness
1855,sadness
1856,sadness
1857,sadness
1858,sadness
1859,sadness
1860,sadness
1861,sadness
1862,sadness
1863,sadness
1864,sadness
1865,sadness
1866,sadness
1867,sadness
1868,sadness
1869,sadness
1870,sadness
1871,sadness
1872,sadness
1873,sadness
1874,sadness
1875,sadness
1876,sadness
1877,sadness
1878,sadness
1879,sadness
1880,sadness
1881,sadness
1882,sadness
1883,sadness
1884,sadness
1885,sadness
1886,sadness
1887,sadness
1888,sadness
1889,sadness
1890,sadness
1891,sadness
1892,sadness
1893,sadness
1894,sadness
1895,sadness
1896,sadness
1897,sadness
1898,sadness
1899,sadness
1900,sadness
1901,sadness
1902,sadness
1903,sadness
1904,sadness
1905,sadness
1906,sadness
1907,sadness
1908,sadness
1909,sadness
1910,sadness
1911,sadness
1912,sadness
1913,sadness
1914,sadness
1915,sadness
1916,sadness
1917,sadness
1918,sadness
1919,sadness
1920,sadness
1921,sadness
1922,sadness
1923,sadness
1924,sadness
1925,sadness
1926,sadness
1927,sadness
1928,sadness
1929,sadness
1930,sadness
1931,sadness
1932,sadness
1933,sadness
1934,sadness
1935,sadness
1936,sadness
1937,sadness
1938,sadness
1939,sadness
1940,sadness
1941,sadness
1942,sadness
1943,sadness
1944,sadness
1945,sadness
1946,sadness
1947,sadness
1948,sadness
1949,sadness
1950,sadness
1951,sadness
1952,sadness
1953,sadness
1954,sadness
1955,sadness
1956,sadness
1957,sadness
1958,sadness
1959,sadness
1960,sadness
1961,sadness
1962,sadness
1963,sadness
1964,sadness
1965,sadness
1966,sadness
1967,sadness
1968,sadness
1969,sadness
1970,sadness
1971,sadness
1972,sadness
1973,sadness
1974,sadness
1975,sadness
1976,fear
1977,sadness
1978,sadness
1979,sadness
1980,sadness
1981,sadness
1982,sadness
1983,sadness
1984,sadness
1985,sadness
1986,sadness
1987,sadness
1988,sadness
1989,sadness
1990,sadness
1991,sadness
1992,sadness
1993,sadness
1994,sadness
1995,sadness
1996,sadness
1997,sadness
1998,sadness
1999,sadness
2000,sadness
2001,sadness
2002,sadness
2003,sadness
2004,sadness
2005,sadness
2006,sadness
2007,sadness
2008,sadness
2009,sadness
2010,sadness
2011,sadness
2012,sadness
2013,sadness
2014,sadness
2015,sadness
2016,sadness
2017,sadness
2018,sadness
2019,sadness
2020,sadness
2021,sadness
2022,sadness
2023,sadness
2024,sadness
2025,sadness
2026,sadness
2027,sadness
2028,sadness
2029,sadness
2030,sadness
2031,sadness
2032,sadness
2033,sadness
2034,sadness
2035,sadness
2036,sadness
2037,sadness
2038,sadness
2039,sadness
2040,sadness
2041,sadness
2042,sadness
2043,sadness
2044,sadness
2045,sadness
2046,sadness
2047,sadness
2048,sadness
2049,sadness
2050,sadness
2051,sadness
2052,sadness
2053,sadness
2054,sadness
2055,sadness
2056,sadness
2057,sadness
2058,sadness
2059,sadness
2060,sadness
2061,sadness
2062,sadness
2063,sadness
2064,sadness
2065,sadness
2066,sadness
2067,sadness
2068,sadness
2069,sadness
2070,sadness
2071,sadness
2072,sadness
2073,sadness
2074,sadness
2075,sadness
2076,sadness
2077,sadness
2078,sadness
2079,sadness
2080,sadness
2081,sadness
2082,sadness
2083,sadness
2084,sadness
2085,sadness
2086,sadness
2087,sadness
2088,sadness
2089,sadness
2090,sadness
2091,sadness
2092,sadness
2093,sadness
2094,sadness
2095,sadness
2096,sadness
2097,sadness
2098,sadness
2099,sadness
2100,sadness
2101,sadness
2102,sadness
2103,sadness
2104,sadness
2105,sadness
2106,sadness
2107,sadness
2108,sadness
2109,sadness
2110,sadness
2111,sadness
2112,sadness
2113,sadness
2114,sadness
2115,sadness
2116,sadness
2117,sadness
2118,sadness
2119,sadness
2120,sadness
2121,sadness
2122,sadness
2123,sadness
2124,sadness
2125,sadness
2126,sadness
2127,sadness
2128,sadness
2129,sadness
2130,sadness
2131,sadness
2132,sadness
2133,sadness
2134,sadness
2135,sadness
2136,sadness
2137,sadness
2138,sadness
2139,sadness
2140,sadness
2141,sadness
